biochemistrystanford00kornrich,"Kornberg, Arthur, 1918-, Kornberg, Arthur, 1918-, Biochemists -- United States, DNA -- United States, Research -- United States, Biotechnology -- United States, Biochemistry -- United States",,,,
biologicalcontro509smit,"Mealybugs, Mealybugs, Citrus",,,,
biologycontrolof542quay,"Citrus, Citrus",,,,
biologycontrolof592mcke,  Avocado,,,,
biotechregionalc00hughrich,"University of California, Berkeley. Dept. of Biochemistry, Schering-Plough Corporation, Centocor, Inc, Chiron Corporation, Biotechnology industries -- United States, Biotechnology -- United States, Recombinant DNA -- Research, Monoclonal antibodies -- Research, Biotechnologists -- United States",,,,
birdsfoottrefoil421pete,"Lotus corniculatus, Lotus",,,,
birdsofpapagosag00swariala,  Birds -- Arizona,,,,
birthofbebopsoci00deve,"Bop (Music), Jazz, Jazz, Music, Bebop, Jazz, Bebop, Geschichte",,,,
blackberrymiteca399essi,"Blackberries, Blackberries",,,,
blackeyebeansinc696mack,  Cowpea,,,,
blackheadotherca291gray,"Turkeys, Turkeys",,,,
blackleg02ward,  Blackleg in cattle,,,,
blacklegwithnewm205hart,  Blackleg in cattle,,,,
blackliveswhitel00blau,"Racism, African Americans, Interviews, Oral history, Racisme, Noirs am\u00e9ricains, Racisme, Rassenverhoudingen, Negers, Burgerrechten, United States Race relations",,,,
blackliveswhitel00bobb,"Ethnography, Multicultural studies, Social issues, Interviews, Civil rights, United States, Sociology, USA, Race relations, Anthropology - Cultural, Ethnic Studies - African American Studies - Lifest, Social Science / Sociology / General, 20th century, African Americans, History, Racism, Oral history, Racisme, Noirs ame\u0301ricains, Rassenverhoudingen, Negers, Burgerrechten, Rassenbeziehung, Erlebnisbericht, Noirs ame\u0301ricains - Droits, Racisme - E\u0301tats-Unis - Histoire - 20e sie\u0300cle, Ethnische Beziehung, United States Race relations",,,,
blackmeasleswate358biol,  Grapes,,,,
blackscale223quay,  Scale insects,,,,
blackwelldavidor00oralrich,"University of California, Berkeley. Dept. of Statistics, African American college teachers -- California Berkeley, Bayesian statistical decision theory, Information theory -- Mathematics, Mathematicians -- California Berkeley",,,,
blackwidowspider591herm,  Black widow spider,,,,
blakeestateoral00riesrich,"Blake, Anson Stiles, 1870-1959, Blake, Anita Day Symmes, 1872-1962, Symmes, Mabel, 1875-1962, Blake House (Berkeley, Calif.), University of California (System), Gardens -- California Berkeley, Blake Garden (Berkeley, Calif.)",,,,
bloatincattle662cole,"Bloat in animals, Cattle",,,,
bloodpressureeff00sherrich,  Blood pressure,,,,
bluegoldbeingrec00univrich,,,,,
bnarrangedasoutl00emme,"Anatomy, Anatomy",,,,
bnarrangedasoutl00emmerich,"Human anatomy, Human anatomy -- Terminology",,,,
bobthompson00gold,"Thompson, Bob, 1937-1966, African American painting",,,,
bookexhibitionin00univrich,,,,,
bookofpoems00fullrich,,,,,
bookplatesofwill00allerich,"Hopson, William Fowler, 1849-1935, Bookplates",,,,
bookselectioncen00lowe,"Public libraries, School libraries, School libraries, Public libraries",,,,
booksimagination01zeit,"Zeitlin, Jake, 1902-, Bixby Smith, Sarah, 1871-1935, Armitage, Merle, 1893-1975, Ritchie, Ward, 1905-1996, Powell, Lawrence Clark, 1906-, Primavera Press, Elmer Belt Library of Vinciana, Booksellers and bookselling, Antiquarian booksellers",,,,
booksimagination02zeit,"Zeitlin, Jake, 1902-, Bixby Smith, Sarah, 1871-1935, Armitage, Merle, 1893-1975, Ritchie, Ward, 1905-1996, Powell, Lawrence Clark, 1906-, Primavera Press, Elmer Belt Library of Vinciana, Booksellers and bookselling, Antiquarian booksellers",,,,
booksofweatherbi00gerr,"Gerry, Vance, Ardizzone, Edward, 1900-1979, Carpenter, Edwin H, Dahlstrom, Grant, Dawson, Glen, 1912-, Marks, Saul, 1905-1974, Reagh, Patrick, Ritchie, Ward, 1905-1996, Zeitlin, Jake, 1902-, Castle Press, Curwen Press, Lord John Press, Rounce & Coffin Club, Weather Bird Press, Walt Disney Productions, Artists, Printers",,,,
boomerrailroadme00niem,"Niemann, Linda, Women railroad employees, Industries Personnel Women, Rail transport, United States",,,,
boomsdepressions376ciri,"Agriculture, Farm income, Business cycles",,,,
bordermethodofir408marr,  Irrigation,,,,
bostonbookmarket00fordrich,"Booksellers and bookselling -- Massachusetts Boston, Book industries and trade -- Massachusetts Boston",,,,
bovineinfectious353hart,"Cattle, Abortion in animals",,,,
bovinemastitis355scha,"Udder, Mastitis",,,,
bovinetrichomoni624came,"Trichomoniasis, Cattle",,,,
bovinetuberculos155hari,  Tuberculosis in cattle,,,,
bovinetuberculos199ward,  Tuberculosis in cattle,,,,
bovinetuberculos21hari,  Tuberculosis in animals,,,,
boysgirlsclubs80babc,"Agricultural education, Boys, Girls",,,,
breakingthroughb00barz,"Bureaucracy, Administrative agencies, Executive departments, Organizational change, Bureaucracy, Public administration",,,,
breedingchickens67550asmu,"Chickens, Chicken industry",,,,
breedingchickens67551asmu,  Chickens,,,,
breedingchickens675asmu,  Chickens,,,,
breedingforeggpr626tayl,  Poultry,,,,
breedinghighqual614port,"Wilt diseases, Watermelons",,,,
breedingplantsof532pear,  Cole crops,,,,
breedingtestings0714bake,  Strawberries,,,,
breedingyearling43372alba,"Heifers, Beef cattle",,,,
breedingyearling433alba,"Heifers, Beef cattle",,,,
brentwoodplanfor00millrich,"Agricultural laborers -- California, Agriculture -- California, Contra Costa County (Calif.) -- Sheriff",,,,
briefdevelopingt00edwarich,"Public lands -- United States, California -- Public lands",,,,
britishemergency00ehrlrich,  World War, 1914-1918 -- Law and legislation Great Britain,,,
broodingchicksar271doug,  Chicks,,,,
broodingpulletma28newl,  Poultry industry,,,,
broodingrearing425newl,"Poultry, Poultry",,,,
broodingrearingc127newl,"Poultry, Poultry",,,,
brownrotofaprico326howa,"Brown rot of fruit, Apricot",,,,
brownrotoflemon190smit,"Brown rot of fruit, Lemon",,,,
brownrotofstonef00biol,"Stone fruit, Brown rot of fruit",,,,
brucellosisinsw04came,  Brucellosis in swine,,,,
brusselssproutsp427scia,  Brussels sprouts,,,,
buckeyepoisoning301vans,"California buckeye, Honeybee",,,,
buildingcorporate00browrich,"Kirkham, Francis, Sutro, John Alfred, 1905-, Smith, Felix T, American President Lines, Ltd, Boeing Company, Chevron Corporation, FMC Corporation, Gulf Oil Corporation, Occidental Petroleum Corporation, Pacific Telephone and Telegraph Company, Pillsbury, Madison & Sutro, Law firms -- California San Francisco, Lawyers -- California San Francisco",,,,
buildingfiguredb00bancrich,  Bancroft Library,,,,
buildsusindeliving01bancrich,"Center for Independent Living, University of California, Berkeley. Physically Disabled Students Program, Cowell Memorial Hospital (Berkeley, Calif.). Residence Program, Disabled Prisoners' Program, Alliance for Technology Access, Disabled Children's Computer Group, People with disabilities -- United States Political activity, People with disabilities -- California Berkeley, People with disabilities -- Services for California Berkeley, Children with disabilities -- Education, Barrier-free design, Local transit -- Barrier-free design, People with disabilities -- United States Social conditions",,,,
buildsusindeliving02bancrich,"Center for Independent Living, University of California, Berkeley. Physically Disabled Students Program, Cowell Memorial Hospital (Berkeley, Calif.). Residence Program, Disabled Prisoners' Program, Alliance for Technology Access, Disabled Children's Computer Group, People with disabilities -- United States Political activity, People with disabilities -- California Berkeley, People with disabilities -- Services for California Berkeley, Children with disabilities -- Education, Barrier-free design, Local transit -- Barrier-free design, People with disabilities -- United States Social conditions",,,,
buildsusindeliving03bancrich,"Center for Independent Living, University of California, Berkeley. Physically Disabled Students Program, Cowell Memorial Hospital (Berkeley, Calif.). Residence Program, Disabled Prisoners' Program, Alliance for Technology Access, Disabled Children's Computer Group, People with disabilities -- United States Political activity, People with disabilities -- California Berkeley, People with disabilities -- Services for California Berkeley, Children with disabilities -- Education, Barrier-free design, Local transit -- Barrier-free design, People with disabilities -- United States Social conditions",,,,
buildsusindeliving04bancrich,"Center for Independent Living, University of California, Berkeley. Physically Disabled Students Program, Cowell Memorial Hospital (Berkeley, Calif.). Residence Program, Disabled Prisoners' Program, Alliance for Technology Access, Disabled Children's Computer Group, People with disabilities -- United States Political activity, People with disabilities -- California Berkeley, People with disabilities -- Services for California Berkeley, Children with disabilities -- Education, Barrier-free design, Local transit -- Barrier-free design, People with disabilities -- United States Social conditions",,,,
buildsusindeliving05bancrich,"Center for Independent Living, University of California, Berkeley. Physically Disabled Students Program, Cowell Memorial Hospital (Berkeley, Calif.). Residence Program, Disabled Prisoners' Program, Alliance for Technology Access, Disabled Children's Computer Group, People with disabilities -- United States Political activity, People with disabilities -- California Berkeley, People with disabilities -- Services for California Berkeley, Children with disabilities -- Education, Barrier-free design, Local transit -- Barrier-free design, People with disabilities -- United States Social conditions",,,,
bulletinofd1019161918univ,  Geology,,,,
bulletinofd1119181919univ,  Geology,,,,
bulletinofd1219191921univ,  Geology,,,,
bulletinofde118931996univ,,,,,
bulletinofde218961902univ,,,,,
bulletinofde319021904univ,  Geology,,,,
bulletinofde419041906univ,  Geology,,,,
bulletinofde519061910univ,  Geology,,,,
bulletinofde619101911univ,  Geology,,,,
bulletinofde719121914univ,  Geology,,,,
bulletinofde819141915univ,  Geology,,,,
bulletinofde919151916univ,  Geology,,,,
bunkhousewithsep44neub,"Labor camps, Agricultural laborers",,,,
bureausanitary00gillrich,"California. Bureau of Sanitary Engineering, Sanitary engineering -- California, Water-supply -- California",,,,
burmosaredheartt0735hess,  Plum,,,,
bushberryculture80butt,  Berries,,,,
bushfruitculture25hend,"Rubus, Fruit-culture",,,,
businessfamily00wongrich,"Businesswomen -- Peru Interviews, Businesswomen -- California Berkeley Interviews, Philanthropists -- California Interviews, World War, 1939-1945 -- China, Chinese American women -- California Interviews, China -- History 20th century, Hong Kong (China) -- History 20th century",,,,
businessinformat00lorn,"Business -- Bibliography, Management -- Bibliography, Business -- Reference books -- Bibliography, Management -- Reference books -- Bibliography",,,,
businesspleasure00oggrrich,"University of California, Berkeley, UC Berkeley Foundation, Anchorage, Inventors -- Interviews",,,,
butterscoringcon48hopp,"Creameries, Butter trade",,,,
butterscoringcon60davi,"Butter trade, Creameries",,,,
cabbagegrowingin130roge,  Cabbage,,,,
cabbageproduc2621928jone,  Cabbage,,,,
cabbageproductio262jone,  Cabbage,,,,
cabemrc_000020,"californialightandsound, Computer-assisted instruction, Computer-assisted instruction--Humor, Educational technology, Educational technology--Humor, Distance education, Distance education--Humor, Computers and civilization",,,,
cahuillaindians00hooprich,  Cahuilla Indians,,,,
calasus_00004,"californialightandsound, 20th century classical, Composers, Classical music, University of California, Berkeley, University of Southern California",,,,
calibrationoflea264wood,  Leak detectors,,,,
calicouncilblind00perrrich,"California Council for the Blind, California School for the Blind, California Institution for the Deaf and the Blind, Blind -- California",,,,
calicultureprov00kroerich,"Indians of North America -- California, Indians of North America, Indians of North America -- Foreign influences",,,,
calidemsgolden00coperich,"Copertini, Cyr, Huff, Martin, Democratic Party (Calif.), California. Franchise Tax Board, Women in politics -- California, Oral history, California -- Politics and government",,,,
califirstlady00knigrich,  Knight, Goodwin, 1896-1970,,
californiaagricu200hoos,"Commercial products, Surplus agricultural commodities",,,,
californiaapples395burl,"Apples, Apple industry",,,,
californiaaprico495foyt,"Apricot, Fruit-culture",,,,
californiaarizon313irer,  Input-output tables,,,,
californiaaspara116foyt,  Asparagus,,,,
californiaaspara193hoos,"Asparagus, Asparagus",,,,
californiaaspara204hoos,"Asparagus, Asparagus",,,,
californiaaspara373hoos,  Asparagus,,,,
californiaassemb01wagn,"Wagner, Gordon, 1915-, Breton, Andr\u00e9, 1896-1966, Chamberlain, Norman S, Ernst, Max, 1891-1976, Hopps, Walter, Hougland, Willard, Kienholz, Edward, 1927-1994, Magritte, Ren\u00e9, 1898-1967, Miller, Henry, 1891-1980, Monongye, David, Pollock, Jackson, 1912-1956, Secunda, Arthur, Angels Gate Cultural Center, Dwan Gallery (Los Angeles, Calif.), Ferus Gallery, Artists, Engineers, Assemblage (Art), Abstract expressionism",,,,
californiaassemb02wagn,"Wagner, Gordon, 1915-, Breton, Andr\u00e9, 1896-1966, Chamberlain, Norman S, Ernst, Max, 1891-1976, Hopps, Walter, Hougland, Willard, Kienholz, Edward, 1927-1994, Magritte, Ren\u00e9, 1898-1967, Miller, Henry, 1891-1980, Monongye, David, Pollock, Jackson, 1912-1956, Secunda, Arthur, Angels Gate Cultural Center, Dwan Gallery (Los Angeles, Calif.), Ferus Gallery, Artists, Engineers, Assemblage (Art), Abstract expressionism",,,,
californiaavocad43hodg,  Avocado,,,,
californiabarley17brau,"Barley, Wheat",,,,
californiabartle18shea,"Pears, Pear industry",,,,
californiabartle368hoos,"Pear, Fruit trade, Fruit, Pear industry",,,,
californiabeefpr02guil,"Beef, Cattle",,,,
californiabeefpr131guil,"Beef, Cattle",,,,
californiabeefpr26guil,"Beef cattle, Beef cattle",,,,
californiacanned156hoos,"Tomatoes, Canned tomatoes",,,,
californiacarrot118foyt,  Carrots,,,,
californiacelery117foyt,  Celery,,,,
californiacherry224foyt,"Cherry, Cherry industry",,,,
californiacherry501foyt,"Cherry, Cherry",,,,
californiaclings385hoos,"Peach, Peach industry",,,,
californiacoasta00cali,"Natural areas, F\u00fchrer, K\u00fcste",,,,
californiacotton660smit,  Cotton,,,,
californiacounty582galb,  Local finance,,,,
californiacroptr551john,  Field crops,,,,
californiacultur00kroerich,"Indians of North America -- California, Indians of North America, Indians of North America -- Foreign influences",,,,
californiadairyf41758shul,,,,,
californiadairyf41763shul,  Dairy farming,,,,
californiadairyf417shul,  Dairy farming,,,,
californiadesert464mcfa,"Dry farming, Agriculture",,,,
californiaearly390leei,"Potatoes, Potato industry",,,,
californiafarmla140full,"Personnel management, Agricultural laborers",,,,
californiafarmst358adam,"Farm ownership, Farms",,,,
californiafarmte272adam,"Contracts, Agricultural, Farm tenancy",,,,
californiafoodin122hoos,  Food industry and trade,,,,
californiaforest00john,"Forest ecology, Conifers, Forests Natural history, California",,,,
californiafreshd275jami,"Fruit trade, Fruit",,,,
californiafreshf0850orou,"Freshwater fishes, Fish trade",,,,
californiafresht113fish,  Tomatoes,,,,
californiafruits0763shea,  Fruit,,,,
californiagoldru00caug,  Gold mines and mining,,,,
californiagoldru00caugrich,"Gold mines and mining, Or, Gold deposits Prospecting Expeditions California, 1848-ca 1860",,,,
californiagrapea16shea,  Viticulture,,,,
californiagrassl0724samp,"Grasses, Forage plants",,,,
californiagreenh0713prit,"Insect pests, Greenhouse plants",,,,
californiaimprin00wagnrich,"Printing -- California History, American newspapers -- California Bibliography, California -- Bibliography",,,,
